id,name,latitude,longitude,dpcapacity,online_date
5245,Franklin St & Roosevelt Ave,41.7049878876,-87.6991683899,6,11/22/2016
12032,Central St & Austin Ave,41.7868203286,-87.5927072843,26,2/5/2015
94390,Yates Park & Rohe St,41.7766895262,-87.655420182,14,13/26/2014
4245,Avers St & Columbia St,41.8264289213,-87.5682843603,14,13/14/2013
45848,Elizabeth Ave & Augusta Ave,41.8428333097,-87.6656773811,14,12/13/2014
32411,Cannon St & Touhy St,41.7858115857,-87.5505783444,19,9/6/2015
80985,Fairfield Ave & Junior St,41.7699687114,-87.5202237739,4,11/27/2013
63215,Ashland Ave & Walton St,41.7451218755,-87.5885030626,4,10/4/2014
42947,Rush Jr & Hirsch Park,41.7700791004,-87.5522123982,2,11/13/2015
10722,Pine Ave & South Blvd,41.7701650826,-87.5064017416,2,6/3/2013
99756,Ogden Ave & Hubbard Ave,41.7153071876,-87.5156830028,5,6/2/2014
80260,Fort Ave & Exchange Ave,41.8591125388,-87.6970434039,12,9/4/2016
46675,Sheffield Ave & Greenleaf St,41.8368110228,-87.6889321411,15,13/17/2014
55192,Larrabee Ave & Cuyler Ave,41.7070356765,-87.5761390364,11,12/24/2014
82262,Wolcott Ave & Blackhawk Rd,41.8845443053,-87.5842071348,24,5/26/2016
55906,Claremont Blvd & Balmoral St,41.8175942268,-87.588665009,26,9/12/2015
5594,Milwaukee of & Winnemac Ave,41.8679175218,-87.5739738816,22,3/1/2014
1530,Elston Ave & Cermak St,41.7674481715,-87.5794094094,1,5/14/2016
41741,Exchange Ct & Austin Ave,41.7081661708,-87.5289011462,5,5/6/2015
45794,Troy Ave & Diversey Ave,41.8597801428,-87.5373874831,24,12/13/2013
39877,Wood Dr & Division St,41.8145375583,-87.6150005933,2,7/9/2014
93970,Stave Ave & Milwaukee Ave,41.799912387,-87.6183043872,15,10/19/2015
52908,Mies Ave & Wacker Pl,41.8607771968,-87.5984768767,2,11/14/2014
91396,Princeton Ct & Maxwell St,41.7638972682,-87.6613020263,19,9/15/2015
66637,Mies Ave & Monroe Ave,41.8176801353,-87.6182913382,4,3/28/2015
6093,Talman St & Sunnyside Plaine,41.8073060256,-87.6365967178,12,4/16/2014
49860,Washtenaw St & Milwaukee Ave,41.8272058213,-87.5181963322,20,5/23/2013
11300,Glenwood Ave & Roscoe Ave,41.8151898206,-87.6250100934,24,1/4/2013
72939,Ogden Ave & Peterson St,41.7536927492,-87.5046064367,13,3/8/2013
59703,Claremont Chicago & Berwyn Ave,41.8218166667,-87.5917764585,16,7/9/2013
47510,Emerald St & Ohio Ave,41.7977658489,-87.6225532657,6,10/28/2014
34418,Hoyne St & Berwyn Pl,41.7867706963,-87.6996929355,15,10/3/2013
74680,Federal Ave & Charleston St,41.71485812,-87.5469318682,3,1/11/2014
12571,Ridge Ave & Evanston Ave,41.8425785069,-87.5979145814,13,10/31/2016
99666,Austin Ct & Lexington Park,41.8852599017,-87.667417011,17,5/12/2016
40254,Halsted Ave & Washington Ave,41.8905605602,-87.6943949251,16,13/9/2016
78800,Hoyne Ave & Cortland Ave,41.7804821995,-87.6769558135,3,3/12/2014
65187,Sheridan Ave & Ontario Ave,41.8850799866,-87.6943102188,26,12/28/2014
36438,Sheffield St & Lawrence St,41.8821354137,-87.6997594656,9,4/1/2015
43234,Austin Ave & Morse St,41.8626639254,-87.683656252,2,11/13/2014
84631,Talman Ave & Congress Ave,41.8830367997,-87.5712534573,4,11/11/2016
96282,Eastlake Ave & Tilden Blvd,41.8892456384,-87.559418141,2,7/3/2015
89513,Fairfield St & Adams Pl,41.8781714607,-87.6708118691,23,6/18/2013
67372,Jeffery Ave & Lexington Ave,41.8317311154,-87.6437427786,4,7/10/2016
42063,Elston Ave & Peterson St,41.8921417325,-87.6225751119,9,6/20/2013
47876,Lakeview Ave & Bryn St,41.8693778948,-87.5474562301,4,1/16/2014
48865,Racine St & Lawrence Ave,41.8645678829,-87.6454689627,2,1/31/2015
96632,Lakefront Ave & Wellington Ave,41.7487324,-87.6735480748,7,8/31/2014
75728,Elmwood Ave & Lexington St,41.7591935969,-87.5512233379,12,9/21/2016
52478,Pine Ave & Eastwood Park,41.7188240459,-87.5870673605,3,9/13/2016
57903,East Ave & Garfield Ave,41.7494447932,-87.6710888586,16,4/22/2013
64121,Financial Ave & Leavitt St,41.7236675704,-87.6524574069,17,11/29/2015
91019,Wallace Ter & Girard Ave,41.7808062518,-87.6638648513,15,10/10/2013
56468,Phillips St & Eddy St,41.7534666128,-87.6740056223,11,6/10/2013
11114,Milwaukee St & Elm St,41.7701309737,-87.5259726449,19,12/5/2014
47718,Dorchester Ave & Division Ave,41.7728588318,-87.6627102521,6,2/9/2015
70940,Larrabee Ave & Kinzie St,41.7578174437,-87.544784987,2,11/12/2016
5813,Cicero Ave & Girard Ave,41.7854546966,-87.6635144299,21,8/24/2013
46715,Clifton Ave & Chicago Ave,41.8256536193,-87.579690133,17,4/26/2016
55327,Ravenswood Ave & Blackhawk Ave,41.880775203,-87.5863122547,12,4/2/2013
48599,Lakeview Ave & Rogers St,41.8507294726,-87.6194852283,23,9/6/2014
43409,Eberhart St & Evergreen Ave,41.7833949723,-87.5719316846,26,9/18/2016
19648,Manor Ave & Howard St,41.7594608471,-87.6261218804,20,9/1/2015
79865,Morgan Ct & Melrose Ave,41.7399214644,-87.6455562305,7,3/20/2013
8013,Woodlawn Ave & Garfield St,41.876704826,-87.6332255664,19,3/22/2013
25628,Green Ave & Jackson St,41.7898561002,-87.5237014863,14,4/21/2013
55317,Orleans Dr & Rogers Ter,41.7589974886,-87.6578354943,4,1/5/2015
11206,Talman Ave & Sunnyside St,41.7142364537,-87.6711284587,7,5/23/2015
70987,Washtenaw Blvd & Touhy St,41.8189462623,-87.5025752546,25,4/1/2015
99389,Lake Ave & Elmdale Buren,41.7305092077,-87.5444262299,4,6/14/2015
71791,Field St & Evanston Plaza,41.7845616224,-87.5663493558,23,9/24/2015
1618,Eastlake Blvd & Elm Ave,41.7981502911,-87.5307669803,21,11/27/2016
9653,Stockton Ave & Granville Ave,41.8176674305,-87.564863021,2,9/5/2016
67397,Normal Ter & Armitage St,41.7762892557,-87.5322186357,19,7/27/2015
56976,Chappel Ave & Blackhawk Pl,41.8980320152,-87.6228374975,24,11/27/2016
16313,Fairfield Ave & Noyes St,41.7250596952,-87.5236483189,7,4/13/2016
37217,Michigan St & Fargo St,41.8575261682,-87.6996793528,5,5/7/2014
77367,Saginaw Ave & Balmoral St,41.8087663781,-87.6556124105,5,8/11/2014
87815,Greenview Ave & Waveland St,41.8400145944,-87.692305245,20,8/14/2015
15273,McClurg Ave & Flournoy Ave,41.740565229,-87.5277890227,21,9/28/2015
92049,Clarendon Ave & Adams St,41.7190513606,-87.6408414161,2,13/2/2016
26914,Stony St & Clybourn Ave,41.7720314731,-87.5087491327,3,10/19/2015
78535,Harper St & Lunt Mart,41.7358986993,-87.644267395,4,2/17/2014
65572,Conservatory Ave & Clybourn Munoz,41.73187112,-87.5435663678,23,8/18/2014
3553,Lincoln St & Franklin St,41.7448030749,-87.6773017179,6,13/5/2013
92731,Eastlake St & Fletcher St,41.7921695905,-87.6777879589,14,1/28/2015
42558,Rush Chicago & Morse Blvd,41.8021849178,-87.6863106389,9,12/9/2015
66538,Mason St & Fargo St,41.7901512023,-87.6677351077,10,13/15/2014
15735,Financial Ave & Cullerton St,41.8710736461,-87.5551519694,16,6/8/2015
44996,Exchange Pl & Charleston Rd,41.7888896853,-87.5244240227,22,4/8/2016
93881,Campbell Ave & Leavitt Ave,41.8617161164,-87.5468541918,7,5/9/2016
26258,Desplaines Ave & Loyola St,41.7773823936,-87.6611932346,25,5/31/2016
41966,South Ave & Winnebago Pl,41.7841128268,-87.5965297221,16,5/12/2013
68088,Wood Trail & North St,41.8231685094,-87.6293121909,6,9/25/2014
31508,Christiana Ave & Kingsbury Ct,41.7082805289,-87.6806656396,23,12/7/2016
59865,Lake Ave & Morse St,41.8169354656,-87.67168241,11,10/13/2016
65277,MLK St & Touhy Buren,41.8743459402,-87.5379847061,17,5/30/2016
9712,Talman Rd & Irving Pl,41.8966787049,-87.6929391753,8,8/27/2015
29462,Lincoln Ave & Wrightwood Pl,41.8472755425,-87.5719652443,17,6/19/2016
32056,Larrabee Ave & Schiller Pl,41.710065335,-87.6467559437,8,10/9/2014
41225,Oakley Ave & Peterson St,41.7693753545,-87.6471197223,12,9/19/2014
64116,Dayton Jr & and St,41.7219148312,-87.5238893075,24,1/10/2016
2831,Exchange Ave & Rockwell Plaza,41.8210947234,-87.6256098446,4,9/2/2016
98555,Conservatory Ave & Roscoe St,41.8416207281,-87.5666997021,23,8/3/2013
23905,Aberdeen St & Berteau St,41.836323316,-87.6918288956,20,3/10/2015
51728,Woodlawn Ave & Irving Ave,41.7784990686,-87.6086839045,9,8/14/2014
24324,Kimbark Ave & Morse Ter,41.8314582385,-87.5598823179,1,3/8/2013
88101,Kimball Ave & Hubbard Plaine,41.7914275315,-87.6555547908,21,6/1/2016
29752,Perry St & Winona Park,41.7760696316,-87.6049026656,22,7/29/2015
42455,Damen Dr & Hyde St,41.8997175908,-87.519801665,4,8/22/2014
75878,Stetson Ave & Cullerton Ave,41.806199861,-87.5254962859,5,7/31/2013
84144,Noble Grove & Gordon Ave,41.7486392393,-87.503533701,7,1/19/2014
77975,Federal St & Belle Ave,41.7899342866,-87.602261158,4,2/12/2015
18783,MLK St & Pershing Ave,41.7143513408,-87.664141726,9,1/6/2014
94507,Desplaines of & Polk Ave,41.7032113683,-87.5686798516,6,12/30/2015
32710,Clarendon Ave & Pearson Ave,41.7473704667,-87.5676480627,19,6/4/2013
59731,Sheridan Ave & Huron St,41.7197610677,-87.6376791023,9,4/5/2015
79302,Rockwell Ave & Merchandise Pl,41.745734696,-87.5704859822,10,2/8/2016
33273,Clybourn Ave & Fargo Ave,41.7393135331,-87.649669608,18,13/23/2016
40693,Cuyler Ave & Walton Rd,41.7163793643,-87.6849159265,26,7/7/2014
55060,Commercial Ave & Jackson Ave,41.7704333287,-87.6992684838,8,4/10/2014
82386,Princeton St & Jarvis St,41.788294144,-87.6440489057,22,6/11/2014
82308,Knox Grove & Hubbard Pl,41.8858685922,-87.6851499084,22,11/22/2013
35945,Shore Trail & Ainslie St,41.719430686,-87.6473333047,26,5/16/2015
21138,Clifton Ave & Blackhawk St,41.8117413286,-87.5387875769,10,2/3/2016
24191,Kenton St & Hirsch St,41.8791913337,-87.5348556574,26,10/29/2013
64665,Southport Dr & Bloomingdale Ave,41.7478467677,-87.5489798871,25,13/26/2016
85562,Logan St & Elmdale Ave,41.8141324338,-87.6450657247,4,10/6/2014
69948,Museum St & Wacker Plaza,41.8856191013,-87.5685287876,25,8/3/2016
47857,Winchester St & Francis Ave,41.7327482316,-87.6572461005,21,1/13/2013
21888,Kimball Ave & Fullerton Ave,41.7865003558,-87.6589011707,22,8/23/2014
69698,Field Ave & Monroe St,41.7863933268,-87.6958127543,13,13/6/2014
66474,Chicago Ave & Gladys St,41.7272373116,-87.5515026913,25,12/16/2014
63897,Fort Ave & Waveland Ct,41.8963156577,-87.6759036242,25,7/14/2014
54770,Ellis St & Lawrence Buren,41.7595923643,-87.5078161209,24,7/5/2015
13363,Keystone Ave & Berwyn Ave,41.8509533804,-87.6388914666,19,9/30/2015
34187,Fairfield St & South Blvd,41.7994053177,-87.6836539777,13,2/30/2016
33219,Normal Ave & Washington Ave,41.7664278764,-87.5366762968,16,9/24/2016
39858,Blue St & McDowell St,41.8454001446,-87.6802610903,16,3/10/2014
39676,Valli St & Irving St,41.8689566386,-87.5406021309,18,9/17/2013
67111,Larrabee St & Palmer St,41.8213457994,-87.6338716157,9,11/25/2014
79070,Damen Ave & Kingsbury Ave,41.8568683481,-87.6664076698,16,8/14/2013
12329,Central Ave & Cortland St,41.8670074664,-87.5433218163,3,2/18/2013
78457,Green St & Lexington St,41.8530078132,-87.6326144693,12,4/31/2016
38098,University St & Touhy St,41.8317374329,-87.5562958932,6,8/2/2015
66192,Franklin St & Buena Ave,41.7328927318,-87.5963397392,4,4/9/2015
1997,Blackstone Blvd & Tilden St,41.7341904143,-87.6153026429,9,9/31/2013
34657,Cannon Ave & Flournoy St,41.862540932,-87.6562082491,23,5/11/2015
70123,Benson Ave & Rogers St,41.7067727368,-87.508771032,24,10/5/2013
48892,Kimbark Ave & Junior Ave,41.7088202729,-87.6007703224,17,13/1/2014
25987,Union Grove & Winona Pkwy,41.7737282192,-87.6653796703,9,12/25/2015
72486,Rhodes St & Pershing St,41.8127398682,-87.50876447,21,5/5/2014
34293,Throop Ave & Lincoln St,41.8822127674,-87.5772660383,6,6/26/2014
54160,Elston Ave & Cuyler Ave,41.7425247805,-87.5982683935,25,6/2/2014
80730,Pulaski Ave & Balbo Ave,41.7367702186,-87.5273617081,19,10/16/2016
79156,Carpenter St & Congress St,41.7216969527,-87.6176958946,23,8/22/2013
92496,Union Ave & Superior Munoz,41.856069472,-87.5636756588,15,8/23/2016
53428,Chicago St & Dickens St,41.7276597143,-87.6917185686,18,2/2/2013
26025,Perry Trail & Girard St,41.7051908353,-87.5921457855,4,9/21/2016
88041,Columbus St & Merchandise St,41.7675507003,-87.6083514015,13,11/6/2013
82749,Avers Ave & Noyes Ave,41.741276872,-87.6793497112,1,5/30/2015
58580,Austin Ave & Greenleaf St,41.8796250771,-87.6694274983,24,3/12/2015
75676,Christiana Ave & Touhy Park,41.7546134055,-87.6207099089,17,10/27/2015
84696,Loomis Island & Lexington Munoz,41.8597348695,-87.5836829955,24,5/16/2015
43514,Hermitage (Kedzie) & Berwyn Ave,41.7933587871,-87.5039795622,12,12/17/2013
9556,Clifton Ave & McDowell Ave,41.8610864119,-87.660421183,10,11/23/2016
66017,Wilton St & Cuyler St,41.851105479,-87.5947110157,5,6/9/2015
32141,Columbus Ave & Armitage St,41.8800521274,-87.656950716,15,2/7/2015
34556,Normal Ave & Wabansia St,41.8127898393,-87.6661057683,15,3/15/2015
9069,Aberdeen Ave & Howard St,41.8047816814,-87.6875836041,12,2/11/2015
69918,Jefferson Ave & Congress Blvd,41.7769628766,-87.5297701599,19,9/7/2013
79778,University St & Church St,41.7365783132,-87.6516863078,17,2/6/2013
57665,Marion Ave & Fargo St,41.7833175628,-87.5046084625,5,7/6/2014
77675,Stetson Ave & Jarvis St,41.704605489,-87.6547201751,20,10/7/2015
42521,Milwaukee Ave & Fletcher Ave,41.7019835528,-87.6678131388,22,13/16/2016
57496,Chappel Blvd & Merchandise Ave,41.8304808066,-87.682226144,3,2/13/2015
82323,Milwaukee Jr & Wacker Ave,41.7880131768,-87.672533823,2,6/4/2016
47824,Stockton St & Huron Ave,41.7948404556,-87.6462130576,8,7/29/2014
28707,Lakefront St & Wabansia St,41.7444266972,-87.6417481484,18,7/2/2015
56724,Ridgeland Ave & Rogers Ave,41.7276004555,-87.6758463054,18,10/8/2013
44356,Bosworth Ave & Palmer Way,41.7653942412,-87.6397921443,8,8/20/2014
62543,Morgan St & Kinzie St,41.8439346541,-87.6121427861,21,9/4/2016
23044,Marine Ave & Van Ave,41.7767285885,-87.6879094936,1,5/31/2014
10682,Marion Ave & Jarvis Ave,41.7779122904,-87.5787458962,13,1/5/2015
91954,Shields Ave & Cullerton Blvd,41.7438592837,-87.6204079463,25,8/29/2016
14976,Field Trail & Maxwell Ave,41.8536595285,-87.5879225936,9,12/9/2016
49887,MLK Ave & Coulter St,41.8842406341,-87.6434140454,1,4/23/2014
59520,Wentworth Blvd & Pierce Rd,41.785494122,-87.5125569912,9,13/11/2015
59371,Laramie Ave & Girard St,41.7282975804,-87.6966312196,9,1/3/2016
61774,Franklin Ave & Luis Ave,41.8855675977,-87.5968211488,20,3/21/2015
67122,Federal Ter & Ohio St,41.7627387153,-87.6891101419,6,12/12/2013
26513,Museum Ave & Evergreen Ave,41.8272664779,-87.5050320692,20,11/2/2014
27874,Sheridan Ave & Bryn Ave,41.788015373,-87.6224152397,19,10/23/2013
13557,Saginaw St & Congress St,41.781968109,-87.613180503,20,1/26/2013
68279,Monticello Rd & Clybourn Pkwy,41.7971603189,-87.5255222256,15,7/7/2016
25389,Oakley St & Maxwell St,41.7599387159,-87.5715545337,9,8/27/2014
87964,Blue Ave & Concord Ave,41.8043104661,-87.519733093,4,5/16/2013
49175,Saginaw Ave & Loyola Ave,41.7055593205,-87.5158740901,2,7/28/2016
2334,Wabash Ave & Dickens Ave,41.7807619419,-87.6945550523,17,3/21/2013
55524,Stave Blvd & Randolph Ave,41.864832758,-87.553765906,13,13/17/2015
46520,Woodlawn Dr & Belmont St,41.7938437489,-87.5651549515,25,4/18/2013
54407,Eastlake Jr & Madison Ave,41.711659717,-87.6493815583,10,10/12/2016
91572,Streeter Ave & Evanston St,41.781259539,-87.5153644859,8,4/7/2016
37282,Clifton Ave & Berwyn Ave,41.76967537,-87.6276394103,24,12/25/2016
73160,Loomis St & Garfield St,41.7646682461,-87.5546961543,17,11/5/2014
64526,Clinton Ave & Superior Rd,41.729641088,-87.6252013817,23,7/20/2014
81081,Elston St & Webster St,41.8408050986,-87.5471096774,5,8/5/2014
12365,Green Rd & Peterson Ave,41.7299735117,-87.5615359153,11,4/30/2016
38458,Ada Ave & Delaware Ave,41.7794186519,-87.5387543529,1,10/27/2015
76614,Chicago Dr & Pearson Pl,41.8348479706,-87.6044524214,7,1/6/2013
73880,Desplaines Ave & Rockwell St,41.8603986319,-87.5601594651,18,10/14/2014
61541,Avers Island & Hyde Ave,41.8784165386,-87.581653305,22,11/22/2014
82929,Troy Ave & Fulton Ave,41.8495119281,-87.5432953933,24,13/10/2013
5862,Kedzie Ave & Rockwell Ave,41.8615425193,-87.539355871,22,4/12/2015
79637,Knox Ave & Cermak Pl,41.7456476317,-87.5883426312,1,13/29/2013
65017,Cannon Island & Bloomingdale Ave,41.7547380237,-87.6329511638,11,1/8/2016
64483,Halsted Ave & Noyes Ave,41.8593270856,-87.6643567926,4,3/18/2016
96922,Millard Ave & Merchandise Ave,41.783192365,-87.6702415064,19,8/10/2014
91612,Cicero Ave & Concord Ave,41.8463994077,-87.5967383215,22,11/24/2013
77600,Kenton Ave & Cuyler St,41.7690786306,-87.5925527236,25,11/28/2013
65883,Lincoln St & Jackson Way,41.8116281853,-87.5284181733,1,8/23/2014
57730,Stave Ave & Van St,41.8067190728,-87.5904104473,5,3/17/2016
21214,Desplaines Ave & North Ave,41.8539195158,-87.6825323313,15,9/31/2013
46144,Kimbark Ave & Elston Ave,41.8527080807,-87.6381345251,6,4/15/2013
22682,Kimball Dr & Exchange St,41.8987542086,-87.5676226255,15,13/23/2015
32727,Benson Ave & Fargo Ave,41.8051227082,-87.6822465053,24,6/14/2014
93515,Spaulding Ave & Palmer Plaza,41.7619129959,-87.5612089519,10,10/12/2013
34239,Chicago Ave & Tilden Plaza,41.821823074,-87.568373982,23,8/29/2014
1679,Marion Ave & Delaware Ave,41.7227129678,-87.6911211317,5,5/5/2015
28845,Stetson Ave & Grace Ave,41.8739406047,-87.5767769345,3,1/4/2013
1601,Albany St & Washington Mart,41.8452536035,-87.5169738049,25,2/1/2013
46541,Southport Ave & Grace St,41.8903710768,-87.6266418189,17,2/2/2013
56636,Ritchie Ave & Luis Ave,41.8655278313,-87.5404610582,3,6/31/2013
93320,Monticello St & Roscoe Ave,41.814691687,-87.5215426459,4,5/24/2016
83418,Elizabeth Ave & Blackhawk St,41.8216224723,-87.6651449921,2,3/10/2016
60087,Humboldt Ave & Willow St,41.846638624,-87.657431952,5,1/6/2014
9479,Kenton (Kedzie) & Washington Ct,41.8429926735,-87.6495373525,21,4/26/2013
9654,Fairfield Ave & Willow Ave,41.804337235,-87.5717301384,21,13/30/2014
19586,Spaulding Ave & Buena St,41.8838037889,-87.5134330314,3,8/17/2016
38982,Museum St & Banks Ave,41.8334182479,-87.5342151095,13,12/31/2014
83826,Francisco Ave & Belle St,41.7298379065,-87.6816677536,8,11/15/2014
9892,Wood Produce & Washington Mart,41.7710278891,-87.6076266516,3,2/2/2014
28147,Marshfield Ave & Noyes Ave,41.7502945217,-87.5437293445,7,11/2/2014
1201,Cityfront Ave & Wacker St,41.7935365453,-87.5635581016,11,9/31/2016
40170,Southport St & Luis St,41.7085733492,-87.5953947717,25,12/24/2014
78413,Financial Ave & Jarvis Ave,41.8268319865,-87.6793995818,4,3/18/2013
36244,Field Rd & Winnebago Ave,41.7623609414,-87.6265766405,9,1/20/2016
89749,Laramie St & Madison Blvd,41.8852907378,-87.6722810271,6,2/11/2015
67180,Spaulding Ct & Peterson Ave,41.7539738041,-87.5896470562,16,3/30/2014
67667,Elmwood Ave & Girard Ave,41.7235218189,-87.6289212415,21,13/4/2014
47228,Franklin St & Bloomingdale St,41.7627520776,-87.51430539,19,9/10/2015
91139,Wabash Ave & Palmer St,41.8677309455,-87.68511676,3,11/7/2015
62756,May St & Cuyler St,41.8295437352,-87.6528162103,3,7/12/2013
81491,Peoria Ave & Roscoe Ave,41.8554956459,-87.6249873821,1,8/9/2015
8466,Normal Ave & Addison Ave,41.7367719327,-87.5013406335,2,3/28/2015
1010,Dearborn Ave & Granville St,41.761761721,-87.609942419,19,8/28/2016
47675,Shields St & Ontario Park,41.83902951,-87.5773639501,1,10/29/2015
7573,Marshfield Ave & Webster Ave,41.8759568282,-87.6004594537,24,8/9/2015
86423,Sawyer Blvd & Armitage St,41.7020495808,-87.5594390999,16,5/6/2015
97454,Ravenswood Ave & Monroe St,41.7724311459,-87.566059882,7,12/20/2016
23282,Lombard Ave & Huron St,41.7581163026,-87.6237111514,5,5/11/2016
12813,Bissell St & Bloomingdale Ave,41.7163481747,-87.6947822244,1,10/27/2014
98628,Hoyne Ave & Cermak Ave,41.8292172273,-87.6252849575,18,3/24/2016
10742,Greenview St & Hyde St,41.8983074815,-87.6435109491,6,12/15/2015
49356,Stave van & Byron Ave,41.8751010191,-87.5395128251,12,1/9/2014
40073,Kenton Ave & Delaware St,41.7279523777,-87.5430678197,6,3/3/2015
79804,Cuyler Ave & Fulton St,41.8277143129,-87.5422363125,1,1/23/2014
22601,Winchester St & Archer Ave,41.8016176395,-87.6030764841,3,5/19/2016
13442,Manor Blvd & Rohe Ter,41.8367257708,-87.5382085123,10,11/12/2016
88454,Eberhart Ave & Schreiber Ave,41.8129453692,-87.569278613,1,8/18/2013
4750,Greenview Rd & Wabansia St,41.7047869458,-87.5419798695,8,6/18/2014
74806,Wells St & Walton Ave,41.8275064372,-87.5922023348,12,4/25/2015
55679,Sedgwick St & Cuyler Ave,41.7919924162,-87.59824548,5,12/14/2013
62107,Eberhart Ave & Gladys St,41.8944639621,-87.6747216622,4,2/6/2014
58532,Fairbanks Ave & Flournoy St,41.7364238802,-87.5249732171,17,8/21/2015
82140,Emerald Ter & Tilden Ave,41.887089369,-87.5587148441,13,8/30/2016
67145,Kostner (Kedzie) & Berteau St,41.7588675321,-87.53588507,25,12/15/2015
78287,Wells Ave & McDowell Ave,41.8344619314,-87.5536671182,6,1/17/2014
47430,Ravenswood Park & Kingsbury Ave,41.8785947089,-87.6070621542,2,2/4/2013
89108,Wabash Ave & Blackhawk St,41.8896178261,-87.5141475796,1,12/9/2015
96212,Peoria Ave & Ainslie St,41.7928734353,-87.6462557721,11,10/6/2016
60588,Winchester St & Chestnut St,41.7320391183,-87.569587079,26,9/30/2015
59486,Saginaw Ave & Randolph St,41.8681983808,-87.5277219941,19,9/17/2013
91458,Wolcott Ave & Coulter Ave,41.7895152777,-87.5166534651,2,12/2/2016
40986,Shields Ave & Wabansia Ave,41.7982334029,-87.543342839,9,7/24/2013
55472,Marshfield St & Illinois Rd,41.7988650144,-87.5280608613,8,4/21/2014
58479,Carpenter Blvd & Elm Ave,41.8148867947,-87.6549623034,8,6/22/2016
77891,Kimbark St & Taylor Ave,41.8424527248,-87.6131998828,11,8/2/2015
